股票代码,公司中文全称,公司英文全称,CSRC行业分类,GICS行业分类,公司注册地
488,山东晨鸣纸业集团股份有限公司,SHANDONG CHENMING PAPER HOLDINGS LIMITED,C31,151050,山东省寿光市圣城路595号
498,丹东化学纤维股份有限公司,"DANDONG CHEMICAL FIBRE CO.,LTD.",C47,151010,辽宁省丹东市振兴区纤维街58号
501,武汉武商集团股份有限公司,"WUHAN DEPARTMENT STORE GROUP CO.,LTD.",H11,255030,湖北省武汉市汉口解放大道688号
502,恒大地产股份有限公司,"HAINAN NEW ENERGY CO.,LTD.",J01,404030,海南省海口市机场候机厅北侧海南万国贸易博览中心
503,海南海虹企业(控股)股份有限公司,SEARAINBOW HOLDING CORP.,M,201050,海南省海口市滨海大道文华大酒店七层
504,北京赛迪传媒投资股份有限公司,BEIJING CCID MEDIA INVESTMENTS CO. LTD.,L01,254010,北京市昌平区科技园区火炬街甲12 号206 室
505,海南珠江控股股份有限公司,"HAI NAN PEARL RIVER HOLDINGS CO.,LTD.",J,404030,海南省海口市滨海大道珠江广场帝豪大厦29楼
506,四川东泰产业(控股)股份有限公司,"SICHUAN DONG TAI INDUSTRY (HOLDINGS) CO.,LTD.",C31,151050,四川省乐山市五通桥区竹根镇涌江路
507,珠海经济特区富华集团股份有限公司,"FUHUA GROUP CO.,LTD. ZHUHAI S.E.Z.",M,201050,广东省珠海市北岭工业区
509,四川天歌科技集团股份有限公司,"CHINA T.H. CO.,LTD.",A,201020,四川省南充市涪江路117号
510,四川金路集团股份有限公司,"SICHUAN  JINLU  GROUP  CO., LTD.",C43,151010,四川省德阳市岷江西路二段57号金路大厦
511,沈阳银基发展股份有限公司,"SHENYANG INGENIOUS DEVELOPMENT CO.,LTD.",J01,404030,沈阳市沈河区青年大街109号
513,丽珠医药集团股份有限公司,LIVZON PHARMACEUTICAL GROUP INC.,C81,352020,广东省珠海市拱北桂花北路
514,重庆渝开发股份有限公司,"CHONGQING YUKAIFA CO.,LTD.",J,404030,重庆市渝中区曾家岩1号附1号
515,重庆渝港钛白粉股份有限公司,"CHONGQING YU-GANG TIOXIDE CO.,LTD.",C43,151010,重庆市巴南区走马二村51号
516,西安解放集团股份有限公司,"XI AN JIEFANG GROUP CO.,LTD",H,255030,陕西省西安解放市场6号
517,宁波成功信息产业股份有限公司,"SUCCESS INFORMATION INDUSTRY （GROUP） CO.,LTD.",G81,452010,宁波市科技园区杨木碶路676号
518,江苏四环生物股份有限公司,"JIANGSU ZHENXIN INDUSTRY AND COMMERCE SHARE CO.,LTD",C85,252030,江苏省江阴市滨江开发区定山路10号
519,成都银河动力股份有限公司,"CHENGDU GALAXY POWER CO.,LTD.",C71,251010,成都市新都区龙桥镇
520,中国石化武汉凤凰股份有限公司,"SINOPEC WUHAN PHOENIX CO,LTD.",C41,151010,湖北省武汉市青山区长青路
521,合肥美菱股份有限公司,"HEFEI MEILING CO.,LTD.",C76,252010,安徽省合肥市芜湖路48号
522,广州白云山制药股份有限公司,"GUANGZHOU BAIYUNSHAN PHARMACEUTICAL STOCK CO.,LTD.",C81,352020,广东省广州市白云区同和街云祥路88号
523,广州浪奇实业股份有限公司,"LONKEY INDUSTRIAL CO.,LTD.,GUANGZHOU",C43,303010,广东省广州市天河区黄埔大道东128号
524,广州市东方宾馆股份有限公司,"GUANGZHOU DONGFANG HOTEL CO.,LTD.",K32,253010,广东省广州市流花路120号
525,南京红太阳股份有限公司,"NANJING RED SUN CO.,LTD.",C43,151010,江苏省南京市高淳县淳溪镇宝塔路269号
526,厦门好时光实业股份有限公司,"XIAMEN GOODTIME INDUSTRIAL CO.,LTD.",M,404030,厦门市湖里区寨上长乐路1 号
527,广东美的集团股份有限公司,"GuangDong Midea Electric Appliances Co., Ltd.",C76,252010,广东省佛山市顺德区美的工业城
528,广西柳工机械股份有限公司,"GUANGXI LIUGONG MACHINERY CO.,LTD.",C73,201060,广西柳州市柳太路1号
529,广东美雅股份有限公司,"GUANGDONG MEIYA GROUP CO.,LTD.",C11,252030,广东省鹤山市沙坪镇人民西路40号
530,大连冷冻机股份有限公司,"DALIAN REFRIGERATION CO.,LTD.",C71,201060,辽宁省大连市沙河口区西南路888号
531,广州恒运企业集团股份有限公司,GUANGZHOU HENGYUN ENTERPRISES HOLDINGS LTD.,D01,551010,广东省广州市经济技术开发区西基工业区西基路8号
532,珠海华电股份有限公司,"ZHUHAI HUADIAN CO.,LTD.",D,452030,广东省珠海市海滨南路光大国际贸易中心33楼
533,广东万家乐股份有限公司,"GUANGDONG MACRO CO.,LTD.",C76,201040,广东省佛山市顺德区大良街道顺峰山工业区
534,汕头电力发展股份有限公司,"SHANTOU ELECTRIC POWER DEVELOPMENT CO.,LTD.",D01,551010,广东省汕头市珠池路23号光明大厦（B座）8楼
536,闽东电机(集团)股份有限公司,"MINDONG ELECTRIC GROUP CO., LTD.",C76,201040,福建省福州市五一中路88号平安大厦19层
537,天津南开戈德股份有限公司,"TIANJIN GUANGYU DEVELOPMENT CO.,LTD.",M,404030,天津市经济技术开发区第三大街16号(泰达中心)
538,云南白药集团股份有限公司,"YUNNAN BAIYAO GROUP CO.,LTD.",C81,352020,云南省昆明国家高新技术开发区
539,广东电力发展股份有限公司,"GUANGDONG ELECTRIC POWER DEVELOPMENT CO.,LTD.",D01,551010,广东省广州市天河东路2 号粤电广场23-26 楼
540,中天城投集团股份有限公司,"ZHONG TIAN ENTERPRISE JOINT STOCK CO.,LTD.",M,404030,NA
541,佛山电器照明股份有限公司,"FOSHAN ELECTRICAL AND LIGHTING CO.,LTD",C76,252010,广东省佛山市汾江北路15号
542,惠州TCL通讯设备股份有限公司,"TCL COMMUNICATION EQUIPMENT SHARE CO.,LTD.",C81,452010,广东省惠州市上排大岭路10号TCL大厦
543,皖能股份有限公司,AN HUI WENERGY COMPANY LIMITED,D01,551010,安徽省合肥市马鞍山路99号皖能大厦
544,白鸽(集团)股份有限公司,"WHITE DOVE (GROUP) CO.,LTD.",C61,201060,河南省郑州市华山路78号
545,吉林恒和制药股份有限公司,JILIN PHARMACEUTICAL LIMITED COMPANY,C81,352020,吉林省吉林市长春路99号
546,吉林轻工集团股份有限公司,"JILIN GUANGHUA HOLDING GROUP CO.,LTD.",J01,404030,吉林省长春市建设街2413号
547,神州学人集团股份有限公司,"CHINASCHOLARS GROUP CO,. LTD.",G81,452010,福建省福州市工业路223 号
548,湖南投资集团股份有限公司,"HUNAN INVESTMENT GROUP CO.,LTD.",K01,203050,湖南省长沙市高新技术开发区C4组团A-718号
549,湘火炬投资股份有限公司,"Torch Automobile Group Co.,Ltd",C75,251010,湖南省株洲市河西黄河南路1号
550,江铃汽车股份有限公司,JIANGLING MOTORS CORPORATION LTD.,C75,251020,江西省南昌市迎宾北大道509号
551,创元科技股份有限公司,"CREATE TECHNOLOGY & SCIENCE CO.,LTD",C71,201060,江苏省苏州市新区淮海街6幢E3号
552,甘肃长风特种电子股份有限公司,"GANSU CHANGFENG SPECIAL ELECTRONICS ＆ APPLIANCES CO., LTD.",B01,101020,甘肃省兰州市城关区定西路红星巷131号
553,湖北沙隆达股份有限公司,"HUBEI SANONDA CO.,LTD.",C43,151010,湖北省荆州市北京东路93号
554,中国石化山东泰山石油股份有限公司,"SINOPEC SHANDONG TAISHAN PETROLEUM CO.,LTD.",H03,101020,山东省泰安市东岳大街104号
555,深圳市太光电信股份有限公司,"SHENZHEN  TECHO  TELECOM  CO.,  LTD.",G81,452010,深圳市福田区天安数码城天吉大厦四层A2室
557,广夏(银川)实业股份有限公司,NA,C85,302010,NA
558,莱茵达置业股份有限公司,"Lander Real Estate Co.,Ltd",J01,404030,辽宁省沈阳市苏家屯区金钱路9号
559,万向钱潮股份有限公司,"WANXIANG QIANCHAO CO.,LTD.",C75,251010,浙江省杭州市萧山区万向路
560,昆明百货大楼(集团)股份有限公司,"KUNMING SINOBRIGHT （GROUP） CO., LTD.",H,255030,云南省昆明市东风西路99号
561,长岭(集团)股份有限公司,"CHANG LING (GROUP) CO.,LTD.",C76,252010,陕西省宝鸡市清姜路75号
562,宏源证券股份有限公司,"Hong Yuan Securities Co.,Ltd",I21,402030,新疆乌鲁木齐市建设路2号宏源大厦
563,陕西省国际信托投资股份有限公司,"SHANXI INTERNATIONAL TRUST & INVESTMENT CO.,LTD.",I31,402030,NA
564,西安民生集团股份有限公司,"XI′AN MINSHENG GROUP CO.,LTD.",H,255030,陕西省西安市解放路103号
565,重庆三峡油漆股份有限公司,"CHONGQING SANXIA PAINTS CO.,LTD.",C43,151010,重庆市九龙坡区石坪桥正街121号
566,海南轻骑海药股份有限公司,"HAINAN QINGQIHAIYAO CO.,LTD.",C8,352020,海南省海口市海秀大道51号
567,海南海德纺织实业股份有限公司,"HAINAN HAIDE TEXTILE INDUSTRIAL CO.,LTD",M,404030,海南省海口市海德路5号
568,泸州老窖股份有限公司,"LUZHOULAOJIAO CO.,LTD.",C0,302010,四川省泸州市国窖广场
569,四川川投长城特殊钢股份有限公司,Pan Gang Group Sichuan Changcheng Special Steel Company Limited.,C65,151040,四川省江油市江东路195号
570,常柴股份有限公司,"CHANGCHAI CO.,LTD.",C71,201060,江苏省常州市怀德中路123号
571,海南新大洲控股股份有限公司,"SUNDIRO HOLDING CO., LTD.",C75,251020,海南省海口市桂林洋经济开发区
572,海南金盘实业股份有限公司,"HAINAN JINPAN ENTERPRISE CO.,LTD.",M,251020,海南省海口市金盘开发区金盘路12－8
573,东莞宏远工业区股份有限公司,"DONGGUAN WINNERWAY INDUSTRIAL ZONE CO.,LTD.",J01,404030,中国广东省东莞市南城区宏远工业区
576,江门甘蔗化工厂（集团）股份有限公司,"THE JIANGMEN SUGAR CANE CHEMICAL FACTORY (GROUP) CO.,LTD.",C01,151050,广东省江门市甘化路56号
578,青海数码网络投资（集团）股份有限公司,"QINHAI DIGITAL NET INVESTMENT SHARE HOLDING GROUP CO.,LTD.",C4,151010,青海省西宁市五四大街39号
581,无锡威孚高科技股份有限公司,WEIFU FUEL INJECTION CO.LTD.,C71,251010,江苏省无锡市国家高新技术产业开发区46号地块
582,北海新力实业股份有限公司,"Beihai Port Co.,Ltd.",F11,203050,广西省北海市海角路145号
583,四川托普软件投资股份有限公司,"Sichuan Topsoft Investment Co., Ltd.",G87,451030,四川省自贡市贡井区建设路284号
584,成都蜀都大厦股份有限公司,"SICHUAN SOFCRA SPECIAL-TYPED FIBER CO.,LTD",M,151010,四川省成都市蜀都大道暑袜北三街20号
585,东北电气发展股份有限公司,NORTHEAST ELECTRIC DEVELOPMENT COMPANY LIMITED,C76,201040,辽宁省沈阳市浑南高新技术产业开发区78号
586,四川汇源光通信股份有限公司,"SICHUAN CHANGJIANG BUSINESS ENTERPRISE (GROUP) CO.,LTD.",H21,452010,四川省成都市府青路一段34号
587,光明集团家具股份有限公司,"GUANGMING GROUP FURNITURE CO.,LTD.",C25,252010,黑龙江省伊春市伊春区青山西路118号
589,贵州轮胎股份有限公司,"GUIZHOU TYRE CO.,LTD.",C48,251010,贵州省贵阳市百花大道41号
590,清华紫光古汉生物制药股份有限公司,Tsinghua Unisplendour Guhan Bio-Pharmaceutical Corporation Limited,C81,352020,湖南省衡阳市先锋路54号
591,重庆桐君阁股份有限公司,"CHONGQING TONG JUN GE CO.,LTD.",C81,301010,重庆市渝中区解放西路1号望江公寓5楼
592,福建省昌源投资股份有限公司,"FUJIAN CHANGYUAN INVESTMENT C0.,LTD.",A03,151050,福建省福州市华林路312号
593,成都华联商厦股份有限公司,"SICHUAN BAOGUANG PHARMACEUTICAL TECHNOLOGY CO.,LTD.",H11,255030,四川省成都市建设路55号
594,内蒙古宏峰实业股份有限公司,NEIMENGGU HONGFENG COMPANYLIMITED,B07,151040,内蒙古赤峰市松山区建设街一号四层
595,西北轴承股份有限公司,"XIBEI BEARING CO.,LTD.",C71,201060,银川市西夏区北京西路800号
596,安徽古井贡酒股份有限公司,"ANHUI GUJING DISTILLERY CO.,LTD.",C03,302010,安徽省亳州市古井镇
597,东北制药集团股份有限公司,"NORTHEAST PHARMACEUTICAL GROUP CO.,LTD.",C81,352020,辽宁省沈阳市经济技术开发区昆明湖街
598,蓝星清洗剂股份有限公司,"Blue Star Cleaning Co,.Ltd",C43,151010,甘肃省兰州市西固中路196号
599,青岛双星鞋业股份有限公司,"QINGDAO DOUBLESTAR CO.,LTD",C48,251010,山东省青岛市经济技术开发区新街口工业区
600,石家庄国际大厦(集团)股份有限公司,"SHIJIAZHUANG INTERNATIONAL BUILDING GROUP CO.,LTD.",D01,551010,河北省石家庄市中山东路301号
601,广东韶能集团股份有限公司,"GUANGDONG SHAONENG GROUP CO.,LTD.",D01,551010,广东省韶关市惠民南路148 号
602,广东金马旅游集团股份有限公司,"GUANGDONG GOLDEN HORSE TOURISM GROUP STOCK CO.,LTD.",G85,151040,广东省潮州市永护路口
603,威达医用科技股份有限公司,"WEIDA MEDICAL APPLIED TECHNOLOGY CO.,LTD.",C73,351010,深圳市福田区深南中路1027号新城大厦西座8楼北面
605,四环药业股份有限公司,"SIHUAN PHARMACEUTICAL CO., LTD.",C8,352020,北京市顺义区南法信地区三家店村北
606,青海明胶股份有限公司,"QINGHAI GELATIN CO.,LTD.",C43,151010,西宁市东兴路19号
607,重庆华立控股股份有限公司,CHONGQING HOLLEY SHARE CO.LTD,C78,351010,重庆市北碚区龙凤桥258号
608,广西阳光股份有限公司,"SUPER SHINE CO.,LTD.",J01,404030,广西南宁市江南路230号南宁经济技术开发区
609,北京燕化高新技术股份有限公司,"BEIJING YANHUA UPDATED HIGH-TECH CO.,LTD.",C43,404030,北京市丰台区科学城海鹰路3号
610,西安旅游(集团)股份有限公司,"XI′AN TOURIST (GROUP) CO.,LTD.",K34,253010,西安市南二环西段27号西安旅游大厦七层
611,内蒙古时代科技股份有限公司,"The Inner Mongolia Time Technologies CO., LTD.",C78,201060,内蒙古呼和浩特市中山西路69号
612,焦作万方铝业股份有限公司,JiaoZuo WanFang Aluminum Manufacturing　Co. Ltd.,C67,151040,河南省焦作市塔南路31号
613,海南大东海旅游中心股份有限公司,"HAINAN DADONGHAI TOURISM CENTRE (HOLDINGS) CO.,LTD.",K32,253010,海南省三亚市大东海
615,湖北金环股份有限公司,"HUBEI GOLDEN RING CO.,LTD.",C47,151010,湖北省襄樊市樊城区陈家湖
616,大连亿城集团股份有限公司,"Dalian yicheng Group Co.,Ltd.",J01,404030,辽宁省大连市中山区中山路124号
617,济南柴油机股份有限公司,"JINAN DIESEL ENGINE CO.,LTD.",C71,201060,山东省济南市文化西路14号
618,吉林化学工业股份有限公司,"JILIN CHEMICAL INDUSTRIAL CO.,LTD.",C43,101020,中国吉林省吉林市龙潭区龙潭大街9号
619,芜湖海螺型材科技股份有限公司,WUHU CONCH PROFILES AND SCIENCE COMPANY LIMITED,C49,201020,安徽省芜湖经济技术开发区
620,黑龙江圣方科技股份有限公司,"HEILONGJIANG SUNFIELD SCIENCE & TECHNOLOGY CO.,LTD.",C41,101020,黑龙江省牡丹江市东三条路98号
621,比特科技控股股份有限公司,"BIT TECHNOLOGY HOLDING CO.,LTD.",G87,452010,上海市钦江路99号
622,岳阳恒立冷气设备股份有限公司,"YUEYANG HENGLI AIR-COOLING EQUIPMENT.,INC.",C73,251010,湖南省岳阳市青年中路
623,吉林敖东药业集团股份有限公司,"JILIN AODONG MEDICINE INDUSTRY (GROUPS) CO.,LTD.",C81,352020,吉林省敦化市敖东大街88号
625,重庆长安汽车股份有限公司,CHONGQING CHANGAN AUTOMOBILE COMPANY LIMITED,C75,251020,重庆市江北区建新东路260号
626,连云港如意集团股份有限公司,"LIANYUNGANG IDEAL GROUP CO.,LTD.",M,255010,连云港市新浦北郊路6号
627,湖北百科药业股份有限公司,"HUBEI BIOCAUSE PHARMACEUTICAL CO.,LTD.",C43,151010,湖北省荆门市杨湾路132号
628,成都倍特发展集团股份有限公司,"CHENGDU BRILLIANT DEVELOPMENT GROUP,INC.",J01,404030,四川省成都市成都高新技术产业开发区
629,攀枝花新钢钒股份有限公司,PANZHIHUA NEW STEEL & VANADIUM COMPANY LIMITED,C65,151040,四川省攀枝花市弄弄坪
630,安徽铜都铜业股份有限公司,"ANHUI TONGDU COPPER STOCK CO.,LTD.",C67,151040,安徽省铜陵市长江西路
631,兰宝科技信息股份有限公司,"LAN BAO TECHNOLOGY INFORMATION CO.,LTD.",C75,251010,长春高新产业技术产业开发区蔚山路4370号
632,福建三木集团股份有限公司,"FUJIAN SANMU GROUP CO.,LTD.",M,255010,福建省福州市马尾区君竹路162号
633,沈阳合金投资股份有限公司,"SHENYAN0G  HEJIN   HOLDING CO.,LTD",M,252010,辽宁省沈阳市浑南产业区第22号
635,宁夏宁河民族化工股份有限公司,"NINGXIN YINGLITE CHEMICALS CO.,LTD",C43,151010,宁夏回族自治区石嘴山市惠农区钢电路
636,广东风华高科技股份有限公司,"GUANG DONG FENGHUA ADVANCED TECHNOLOGY(HOLDING) CO.,LTD",C51,452030,广东省肇庆市风华路18号风华电子工业城
637,茂名石化实华股份有限公司,"MAOMING PETRO-CHEMICAL SHIHUA CO.,LTD.",C41,151010,广东省茂名市官渡路162号
638,中国辽宁国际合作(集团)股份有限公司,CHINA LIAONING INTERNATIONAL COOPERATION (GROUP) HOLDINGS LIMITED,M,151040,辽宁省沈阳市和平区中华路126号
639,湖南金德发展股份有限公司,"Hunan Ginde Development Co., Ltd.",C69,201020,湖南省株洲市车站路1号
650,九江化纤股份有限公司,"JIUJIANG CHEMICAL FIBRE CO.,LTD.",C81,352020,江西省九江市庐山区蛤蟆石
651,珠海格力电器股份有限公司,GREE ELECTRIC APPLIANCES INC.OF ZHUAHAI,C76,252010,广东省珠海市前山金鸡西路6号
652,天津泰达股份有限公司,"TIANJIN ECONOMIC-TECHNOLOGICAL DEVELOPMENT AREA CO.,LTD.",F11,202010,天津开发区第三大街16号
655,山东淄傅华光陶瓷股份有限公司,"SHANDONG ZIBO HUAGUANG CERAMICS CO.,LTD.",C61,151040,山东省淄博市张店区湖田镇湖光路6号
656,重庆东源钢业股份有限公司,"CHONGQING DONGYUAN STEEL CO.,LTD.",C65,151040,重庆市渝中区民族路15号
657,中钨高新材料股份有限公司,"CHINA TUNGSTEN AND HIGHTECH MATERALS CO., LTD",C67,151040,海南省海口市龙昆北路2号珠江广场帝都大厦18层
659,珠海中富实业股份有限公司,"ZHUHAI ZHONGFU ENTERPRISE CO.,LTD.",C49,151030,广东省珠海市湾仔镇第一工业区
660,广州南华西实业股份有限公司,"GUANGZHOU NANHUAXI INDUSTRIAL CO.,LTD.",M,201040,广州市同福西路歧兴中北2号首、二层
661,长春高新技术产业（集团）股份有限公司,CHANGCHUN HIGH & NEW TECHNOLOGY INDUSTRIES (GROUP) INC.,C85,352020,吉林省长春市同志街64号
662,广西红日股份有限公司,"SOFTTO CO., LTD",M,303020,广西壮族自治区梧州市新兴二路137号
663,福建永安林业（集团）股份有限公司,"FUJIAN YONGAN FORESTRY (GROUP) JOINT-STOCK CO.,LTD.",A03,151050,福建省永安市燕江东路819号
665,武汉塑料工业集团股份有限公司,"WUHAN PLASTICS INDUSTRIAL GROUP CO.,LTD.",C49,151010,湖北省武汉经济技术开发区工业区
666,经纬纺织机械股份有限公司,"JINGWEI TEXTILE MACHINERY CO.,LTD.",C73,201060,北京市北京经济技术开发区永昌中路8 号
667,云南华一投资集团股份有限公司,"Celebrities Real Estate Development Group CO.,LTD",J01,404030,云南省昆明市国防路129号恒安写字楼五楼
668,中国石化武汉石油(集团)股份有限公司,"WUHAN PETROLEUM GROUP CO.,LTD.",H11,101020,湖北省武汉市万松小区18栋
669,吉林中讯科技发展股份有限公司,"JILIN SINOSINIC TECHNOLOGY DEVELOPMENT CO.,LTD",G81,151010,吉林省吉林市高新技术开发区C区26号楼
670,湖北天发股份有限公司,"HUBEI TIANFA CO.,LTD.",H,101020,湖北省荆州市江汉路106号
671,福建阳光实业发展股份有限公司,"FUJIAN SUNSHINE INDUSTRIAL DEVELOPMENT CO.,LTD",M,404030,福建省福州经济技术开发区星发路8号
672,白银铜城商厦（集团）股份有限公司,BAIYIN COPPER CITY COMMERCIAL BUILDING(GROUP)Co.LTD.,H,255010,甘肃省白银市白银区五一街8号
673,大同水泥股份有限公司,"DATONG CEMENT CO.,LTD.",C61,151020,山西省大同市口泉
676,河南思达高科技股份有限公司,"HENAN STAR ELECTRONIC INSTRUMENT CO.,LTD.",C78,201040,中国河南省郑州市高新技术产业开发区金梭路38号
677,山东潍坊海龙股份有限公司,"SHANDONG HELON CO., LTD.",C47,151010,山东省潍坊市寒亭区海龙路555号
678,襄阳汽车轴承股份有限公司,XIANGYANG　AUTOMOBILE　BEARING　CO.，LTD,C75,251010,湖北省襄樊市襄城区轴承路1号
679,大连友谊（集团）股份有限公司,"DALIAN FRIENDSHIP (GROUP) CO.,LTD.",H11,255030,辽宁省大连市中山区人民路91号
680,山东山推工程机械股份有限公司,"SHANTUI CONSTRUCTION MACHINERY CO.,LTD.",C73,201060,山东省济宁市太白楼东路58号
681,远东实业股份有限公司,"FAR EAST INDUSTRIAL STOCK CO.,LTD.",C13,252030,江苏省常州市清潭荆川南路
682,烟台东方电子信息产业股份有限公司,"YANTAI DONGFANG ELECTRONICS INFORMATION INDUSTRY CO.,LTD.",G87,201040,山东省烟台市世回尧路228号
683,内蒙古远兴天然碱股份有限公司,"INNER MONGOLIAN YUAN XING NATURAL ALKALI CO.,LTD.",C43,151010,内蒙古鄂尔多斯市
685,中山公用科技股份有限公司,ZHONGSHAN PUBLIC UTILITIES SCIENCE&TECHNOLOGY CO.LTD,K01,255030,广东省中山市兴中道18号财兴大街三楼
686,锦州经济技术开发区六陆实业股份有限公司,"THE LIULU INDUSTRIAL CO.,LTD.OF JIN ZHOU ECONOMIC & TECHNOLOGY DEVELOPMENT ZONE",M,101020,辽宁省锦州市经济技术开发区
687,保定天鹅股份有限公司,"BAODING SWAN CO.,LTD,",C47,151010,河北省保定市高开区金迪路59号
688,朝华科技(集团)股份有限公司,"ZhaoHua　Science＆Technology (Group) CO.,LTD",C61,452020,重庆市涪陵区江东群沱子街31号
690,广东宝丽华实业股份有限公司,"GUANGDONG BAOLIHUA INDUSTRY STOCK CO.,LTD.",D,551010,广东省梅州市梅县华侨城香港花园宝丽华综合大楼
691,海南寰岛实业股份有限公司,"HAINAN HUANDAO INDUSTRY CO.,LTD.",M,151010,海南省海口市人民大道25号
692,沈阳惠天热电股份有限公司,"SHENYANG HUITIAN THERMAL POWR CO.,LTD.",D01,551030,辽宁省沈阳市沈河区热闹路47号
693,成都聚友泰康网络股份有限公司,"Chengdu Unionfriend－Taikang Network Co.,LTD.",L20,254010,四川省成都海峡两岸科技开发园科技创新中心
695,天津灯塔涂料股份有限公司,"TIANJIN BINHAI ENERGY & DEVELOPMENT CO.,LTD",C43,551030,天津开发区十一大街27号
697,咸阳偏转股份有限公司,"XIANYANG PIANZHUAN CO.,LTD.",C51,452030,陕西省咸阳市渭阳西路70号
698,沈阳化工股份有限公司,"SHENYANG CHEMICAL INDUSTRY CO.,LTD.",C43,151010,辽宁省沈阳市经济技术开发区沈大路888号(110141)
699,佳木斯造纸股份有限公司,"JIAMUSI PAPER CO.,LTD.",C31,151050,黑龙江省佳木斯市光复路306号
700,江南模塑科技股份有限公司,"JIANGNAN MOULD & PLASTIC TECHNOLOGY CO.,LTD",C75,251010,江苏省江阴市周庄镇长青路8号
701,厦门信达股份有限公司,"XIAMEN XINDE CO.,LTD.",M,255010,厦门湖里信宏大厦二楼
702,湖南正虹科技发展股份有限公司,"HUNAN ZHENGHONG SCIENCE AND TECHNOLOGY DEVELOP CO.,LTD.",C01,302020,湖南省岳阳市屈原行政区营田镇
703,世纪光华科技股份有限公司,"BEIHAI INTERNATIONAL BUSINESS SOLICITING CO.,LTD.",G81,201020,广西北海市海角路1号二号楼
705,浙江震元股份有限公司,"ZHEJIANG ZHENYUAN CO.,LTD.",H,301010,浙江省绍兴市解放北路289号
707,湖北双环科技股份有限公司,"HUBEI SHUANGHUAN  SCIENCE  AND TECHNOLOGY  STOCK  CO.,LTD",C43,151010,湖北省应城市东马坊团结大道26号
708,大冶特殊钢股份有限公司,"DAYE SPECIAL STEEL CO.,LTD.",C65,151040,湖北省黄石市黄石大道316号
709,唐山钢铁股份有限公司,"TANGSHAN IRON AND STEEL CO.,LTD.",C65,151040,河北省唐山市滨河路9号
710,成都天兴仪表股份有限公司,"CHENGDU TIANXING INSTRUMENT AND METER CO.,LTD.",C75,251010,四川省成都市高新技术产业开发区
711,黑龙江天伦置业股份有限公司,"HeiLongJiang TianLun Real Estate Development Co.,Ltd.",K34,253010,哈尔滨经济技术开发区天顺街副68号
712,广东锦龙发展股份有限公司,Guangdong Golden Dragon Development Inc.,C11,252030,广东省清远市经济开发试验区二号区内
713,合肥丰乐种业股份有限公司,"HEFEI FENGLE SEED CO.,LTD.",A01,302020,安徽省合肥市长江西路727号
715,中兴─沈阳商业大厦（集团）股份有限公司,"CITIC DEVELOPMENT-SHENYANG COMMERCIAL BUILDING (GROUP)CO.,LTD.",H11,255030,辽宁省沈阳市和平区太原北街86号
716,广西斯壮股份有限公司,"GUANGXI SOUTH HOLDING CO.,LTD",M,302020,广西南宁市双拥路36号
717,广东韶钢松山股份有限公司,"SGIS SONGSHAN CO.,LTD.",C65,151040,广东省韶关市曲江县马坝
718,吉林纸业股份有限公司,"Suning Universal Co.,Ltd",C31,404030,吉林省吉林市经济技术开发区九站街718号
719,焦作鑫安科技股份有限公司,"Jiaozuo xin""an Science ＆ Technology CO.,LTD",C43,151010,河南省焦作市民主北路15 号
720,山东鲁能泰山电缆股份有限公司,"SHANDONG LUNENG TAISHAN CABLE CO.,LTD.",D01,551010,山东省泰安市文化路62号
721,西安饮食服务（集团）股份有限公司,"XI′AN CATERING & SERVICE (GROUP) CO.,LTD.",K30,253010,陕西省西安市东大街298号
722,衡阳市金果农工商实业股份有限公司,"Hunan Jinguo Industrial Co.,LTD.",M,255010,湖南省衡阳市金果路15号
723,福州天宇电气股份有限公司,"FUZHOU TIANYU ELECTRIC CO.,LTD.",C76,201040,福建省福州市新店南平路天宇科技大楼
725,京东方科技集团股份有限公司,"BOE TECHNOLOGY GROUP CO.,LTD.",C51,452030,北京市朝阳区酒仙桥路10号
726,鲁泰纺织股份有限公司,"LUTHAI TEXTILE JOINT STOCK CO.,LTD",C11,252030,山东省淄博市高新技术开发区铭波路11号
727,南京华东电子信息科技股份有限公司,"NANJIN HUADONG ELECTRONICS INFORMATION & TECHNOLOGY CO.,LTD.",C76,452030,江苏省南京市浦口区高新技术产业开发区D03栋
728,北京化二股份有限公司,BEIJING HUAER COMPANY LIMITED,C43,151010,北京市朝阳区酒仙桥路乙21号
729,北京燕京啤酒股份有限公司,"BEIJING YANJING BREWERY CO.,LTD.",C05,302010,北京市顺义区双河路9号
730,沈阳特种环保设备制造股份有限公司,"SHENYANG SPECIAL ENVIROMENTAL PROTECTION EQUIPMENTS MANUFACTURING CO.,LTD.",E,201060,辽宁省沈阳市沈河区热闹路134号
731,四川美丰化工股份有限公司,"SICHUAN MEIFENG CHEMICAL INDUSTRY  CO.,LTD.",C43,151010,四川省射洪县太和镇新阳街87号
732,福建三农集团股份有限公司,"FUJIAN SHANNONG GROUP CO.,LTD.",C43,151010,福建省三明市梅列区徐碧
733,中国振华(集团)科技股份有限公司,"CHINA ZHENHUA (GROUP) SCIENCE&TECHNOLOGY)CO.,LTD.",C51,452030,贵州省贵阳市国家高新技术产业开发区新天大道150号
735,海口农工贸（罗牛山）股份有限公司,"HAIKOU AGRICULTURE & INDUSTRY & TRADE (LUONIUSHAN) CO.,LTD.",A,302020,海南省海口市人民大道50号二楼
