股票代码,年度,年度股东大会会议的出席率,临时股东大会会议(一)的参会股东人数,临时股东大会会议(一)的出席率,临时股东大会会议(二)的参会股东人数,临时股东大会会议(二)的出席率,年度内董事会的会议次数,年度内以通讯方式召开的董事会会议次数,年度内监事会的会议次数,年度内股东大会的会议总次数
422,2005,38.47,8,38,8,15.1,5,1,2,3
423,2005,49.71,12,30,0,0,8,1,5,2
425,2005,42.28,15,49,11,49.39,11,7,6,4
426,2005,64.56,6,64,0,0,8,-95,8,2
428,2005,64.85,6,64,2,64.81,10,3,5,3
429,2005,49.66,1582,68,0,0,6,2,2,2
430,2005,49.5,3,45,3,43.4,7,-95,2,3
488,2005,33.085,33,38,0,0,9,-95,2,2
498,2005,53.81,2,53,3,51.93,7,-95,5,3
501,2005,36.04,0,0,0,0,5,2,3,1
502,2005,26.89,1,26,0,0,6,4,2,2
503,2005,43.08,5,44,0,0,9,9,2,2
504,2005,55.78,2,55,2,55.78,8,4,5,3
505,2005,34.34,0,0,0,0,4,3,1,1
506,2005,27.33,0,0,0,0,3,-95,2,1
507,2005,37.11,57,36,7,35.2,9,-95,4,3
509,2005,33.15,0,0,0,0,10,-95,2,1
510,2005,35.93,0,0,0,0,6,0,6,1
511,2005,29.381,6,29,0,0,12,-95,2,2
513,2005,30.09,0,0,0,0,15,12,3,1
514,2005,52.43,28,52,906,63.25,17,11,5,3
515,2005,57.36,0,0,0,0,7,4,2,1
516,2005,53.52,0,0,0,0,7,-95,3,1
517,2005,45.09,0,0,0,0,19,16,5,1
518,2005,15.7,2,15,0,0,9,-95,2,2
519,2005,46.582,2,44,0,0,8,-95,4,2
520,2005,42.9,21,41,0,0,6,-95,6,2
521,2005,31.04,8,31,0,0,9,-95,4,2
522,2005,55.57,0,0,0,0,6,-95,6,1
523,2005,59,125,60,12,58.97,12,-95,4,4
524,2005,63.3,4,63,0,0,13,-95,4,2
525,2005,47.34,0,0,0,0,3,3,3,1
526,2005,50.04,5,50,6,36.99,20,0,7,5
527,2005,26.54,41,42,5,33.9,7,-95,5,3
528,2005,61.41,0,0,0,0,6,2,2,1
529,2005,40.54,16,41,9,10.74,12,-95,6,3
530,2005,46.37,0,0,0,0,3,0,3,1
531,2005,59.55,5,59,0,0,5,2,3,2
532,2005,38.37,3,33,0,0,8,-95,5,2
533,2005,47.28,0,0,0,0,16,14,1,1
534,2005,50.55,0,0,0,0,6,3,3,1
536,2005,40.53,0,0,0,0,8,4,3,1
537,2005,50.45,2,47,0,0,8,-95,1,2
538,2005,71.38,35,67,79,73.19,5,0,1,3
539,2005,62.22,13,62,1761,86.26,6,0,2,3
540,2005,44.78,0,0,0,0,5,4,4,1
541,2005,31.11,0,0,0,0,5,-95,2,1
543,2005,76.85,0,0,0,0,7,2,2,1
544,2005,59.64,0,0,0,0,5,-95,2,1
545,2005,34.77,0,0,0,0,6,0,1,1
546,2005,35.85,96,38,2,35.83,9,0,7,3
547,2005,39.95,3,39,0,0,5,3,2,2
548,2005,44.43,0,0,0,0,7,-95,4,1
549,2005,36.13,13,36,14,36.13,11,-95,3,3
550,2005,-95,4,71,4,71.05,15,10,6,3
551,2005,54.17,0,0,0,0,6,-95,2,1
552,2005,42.13,7,52,2,41.95,7,-95,5,4
553,2005,27.5,0,0,0,0,6,-95,2,1
554,2005,38.68,0,0,0,0,8,-95,7,1
555,2005,48.6,3,48,0,0,6,6,3,2
557,2005,40.22,0,0,0,0,6,4,3,1
558,2005,37.97,0,0,0,0,6,3,2,1
559,2005,63.66,20,63,12,63.69,8,-95,3,3
560,2005,51.21,9,50,0,0,16,14,8,2
561,2005,36.33,0,0,0,0,9,4,4,1
562,2005,56.46,7,52,8,57.42,11,5,1,3
563,2005,54.94,6,54,0,0,7,2,1,2
564,2005,28.01,5,28,0,0,5,-95,4,2
565,2005,49.75,0,0,0,0,5,0,3,1
566,2005,48.641,1057,57,7,34.41,7,-95,3,3
567,2005,42.04,0,0,0,0,4,-95,2,1
568,2005,69.58,4018,81,0,0,7,4,5,2
569,2005,59.91,7,67,9,68.55,10,3,5,3
570,2005,45.64,0,0,0,0,5,-95,4,1
571,2005,39.49,0,0,0,0,6,-95,4,1
572,2005,52.12,1854,70,0,0,7,5,1,2
573,2005,32.08,0,0,0,0,5,-95,1,1
576,2005,51.14,20,11,37,50.3,9,0,5,3
578,2005,53.64,4,17,0,0,7,-95,2,2
581,2005,41.89,0,0,0,0,4,-95,3,1
582,2005,69.43,7,69,6,69.42,7,2,2,3
583,2005,34.97,3,35,0,0,5,-95,2,2
584,2005,45,12,42,0,0,7,-95,3,2
585,2005,59.75,4,59,0,0,4,-95,4,2
586,2005,42.67,4,45,1947,60,6,-95,6,3
587,2005,54.5,18,54,12,54.55,5,0,4,3
589,2005,51.02,14,51,0,0,8,-95,3,2
590,2005,42.46,0,0,0,0,6,2,6,1
591,2005,65.19,7,65,0,0,6,1,2,2
592,2005,39.21,0,0,0,0,6,1,2,1
593,2005,47.59,16,50,0,0,8,3,5,2
594,2005,61,2871,68,0,0,7,4,6,2
595,2005,58.07,8,58,0,0,9,-95,9,2
596,2005,65.97,5,65,0,0,8,-95,4,2
597,2005,61.49,0,0,0,0,5,-95,3,1
598,2005,43.94,2,43,0,0,9,2,4,2
599,2005,52.92,0,0,0,0,5,-95,3,1
600,2005,57.76,1,48,945,69.16,4,-95,1,3
601,2005,30.99,0,0,0,0,20,-95,5,1
602,2005,52.29,1151,80,0,0,5,4,3,2
603,2005,68.8,5,68,0,0,7,5,1,2
605,2005,72.8,2,72,0,0,9,-95,4,2
606,2005,57,5,57,0,0,5,4,1,2
607,2005,43.67,14,42,3097,58.24,10,7,2,4
608,2005,46.14,297,57,2,26.5,9,-95,4,4
609,2005,62.16,4,41,6,55.16,12,-95,5,3
610,2005,63.12,4,63,4,63.12,6,0,3,3
611,2005,54.06,7,53,6,51.22,7,0,7,3
612,2005,52.36,5,52,0,0,7,-95,2,2
613,2005,30.26,0,0,0,0,9,-95,3,1
615,2005,50.87,4,50,4,50.88,10,-95,2,5
616,2005,50.16,5,45,4,45.82,18,6,16,4
617,2005,70.62,0,0,0,0,8,-95,3,1
619,2005,55,1,42,3,55.0048,8,3,2,3
620,2005,17.61,0,0,0,0,9,-95,8,1
622,2005,38.72,6,40,4,37.96,7,-95,4,3
623,2005,40.9,3,45,5137,65.1484,8,0,5,4
625,2005,58.55,5,54,3,61.46,7,5,2,3
626,2005,71.86,2,71,0,0,5,-95,2,2
627,2005,50.35,2581,80,0,0,4,3,4,2
628,2005,20.72,0,0,0,0,10,0,5,1
629,2005,55.64,7356,68,41,55.38,6,-95,6,4
630,2005,65.5,10,50,2369,76.04,5,-95,3,3
631,2005,52.35,0,0,0,0,4,-95,2,1
632,2005,42.16,0,0,0,0,6,1,2,1
633,2005,22.32,1,22,1,22.32,10,-95,6,4
635,2005,48.07,5,48,5,48.07,7,1,2,3
636,2005,58.59,0,0,0,0,4,-95,2,1
637,2005,75.83,4,48,21,66.17,13,-95,3,8
638,2005,42.97,2,42,0,0,6,3,2,2
639,2005,53.83,0,0,0,0,5,0,5,1
650,2005,67.169,0,0,0,0,5,-95,3,1
651,2005,70.61,17,63,0,0,4,-95,2,2
652,2005,40.05,38,40,0,0,10,-95,4,2
655,2005,34.52,0,0,0,0,5,-95,2,1
656,2005,55.22,3,55,0,0,10,8,4,2
657,2005,45.95,4,46,0,0,9,7,2,2
659,2005,48.55,0,0,0,0,6,-95,3,1
661,2005,35.4,0,0,0,0,7,0,3,1
662,2005,62.58,5,54,6,54.58,11,-95,5,4
663,2005,64.31,8,64,0,0,9,-95,2,2
665,2005,42.76,9,61,3,39.36,7,-95,4,4
666,2005,65.81,4,52,1,98.1,10,-95,5,3
667,2005,76.88,6,74,-95,-95,8,3,5,4
668,2005,64.82,25,64,0,0,4,-95,4,2
669,2005,48.99,0,0,0,0,5,0,1,1
670,2005,25.99,0,0,0,0,6,-95,2,1
671,2005,63.18,0,0,0,0,5,1,3,1
672,2005,52.41,2,52,0,0,6,4,4,2
673,2005,70.5947,4,70,0,0,8,0,2,2
676,2005,59.03,0,0,0,0,9,0,1,1
677,2005,66.099,0,0,0,0,9,0,2,1
678,2005,36,5,34,0,0,5,-95,4,2
679,2005,54.61,0,0,0,0,7,0,2,1
680,2005,29.44,0,0,0,0,6,-95,5,1
681,2005,63.94,5,54,6,68.54,8,2,7,3
682,2005,34.49,13,34,0,0,5,4,4,2
683,2005,63.97,3,63,2,63.97,8,-95,5,5
685,2005,41.95,0,0,0,0,6,-95,4,1
686,2005,56.71,6,56,0,0,7,0,4,2
687,2005,69.61,1861,73,0,0,6,2,4,2
688,2005,41.45,0,0,0,0,9,-95,3,1
690,2005,63.93,0,0,0,0,4,-95,2,1
691,2005,44.14,8,44,0,0,6,-95,1,2
692,2005,55.97,0,0,0,0,4,-95,1,1
693,2005,40.81,0,0,0,0,8,5,3,1
695,2005,51.496,1461,60,0,0,10,6,4,2
697,2005,64.41,0,0,0,0,9,-95,2,1
698,2005,46.67,10,46,11,46.66,6,-95,2,3
699,2005,35.07,3,35,0,0,5,-95,1,2
700,2005,55.66,0,0,0,0,4,-95,1,1
701,2005,42.59,0,0,0,0,22,15,3,1
702,2005,53.15,8,47,0,0,8,0,3,2
703,2005,41.36,0,0,0,0,6,5,2,1
705,2005,34.13,0,0,0,0,6,-95,4,1
707,2005,40.32,0,0,0,0,7,-95,5,1
708,2005,61.18,9,60,6,58.13,8,4,4,4
709,2005,72.6,2790,74,0,0,6,-95,4,2
710,2005,70.85,0,0,0,0,8,4,5,1
711,2005,43.94,0,0,0,0,5,-95,1,1
712,2005,75.1,0,0,0,0,4,0,2,1
713,2005,53.21,14,53,0,0,5,-95,4,2
715,2005,73.46,0,0,0,0,5,-95,5,1
716,2005,40.47,0,0,0,0,4,1,3,1
717,2005,55.86,11145,72,158,45.46,9,-95,3,3
718,2005,50.06,2225,65,1,50.06,11,-95,5,3
719,2005,34.01,0,0,0,0,9,-95,1,1
720,2005,42.29,7,42,0,0,6,2,3,2
721,2005,62.3,0,0,0,0,4,0,3,1
722,2005,36.15,4,36,3,36.15,14,9,5,4
723,2005,46.02,0,0,0,0,6,-95,4,1
725,2005,40.5,125,51,30,44.06,9,-95,3,6
726,2005,34.7,7,33,0,0,7,-95,1,2
727,2005,45.22,0,0,0,0,5,0,6,1
728,2005,69.88,0,0,0,0,10,6,6,1
729,2005,72.26,0,0,0,0,5,2,3,1
731,2005,65.62,0,0,0,0,7,1,5,1
732,2005,38.72,0,0,0,0,9,2,4,1
733,2005,50.31,0,0,0,0,11,7,3,1
735,2005,24.29,0,0,0,0,5,-95,3,1
736,2005,32.22,1,14,4,47.87,8,-95,5,3
737,2005,53.33,0,0,0,0,7,0,3,1
738,2005,65.81,1,65,1,65.81,6,4,1,4
739,2005,56.26,0,0,0,0,5,-95,5,1
748,2005,49.38,9,49,10,49.38,6,2,1,3
750,2005,41.42,0,0,0,0,9,1,4,1
751,2005,56.13,0,0,0,0,5,-95,2,1
752,2005,59.19,9,60,0,0,6,-95,2,2
753,2005,58.06,7,58,0,0,6,-95,4,2
755,2005,57.1,17,54,0,0,8,-95,4,2
756,2005,47.76,8,47,8,48.44,9,4,5,4
757,2005,36.88,0,0,0,0,6,0,2,1
758,2005,52.92,8,52,5,42.9,20,14,0,3
759,2005,22.54,5,21,0,0,6,3,3,2
760,2005,30.24,2,30,0,0,7,-95,2,2
761,2005,55.33,0,0,0,0,6,-95,4,1
762,2005,61.66,0,0,0,0,5,-95,3,1
766,2005,26.87,0,0,0,0,4,-95,2,1
767,2005,75.03,183,85,0,0,5,2,1,2
768,2005,54.9,26,54,0,0,7,-95,2,2
776,2005,27.33,3,27,0,0,4,3,2,2
777,2005,60.099,15,60,8,60.038,7,4,2,3
778,2005,66.724,5105,76,0,0,6,-95,1,2
779,2005,44.43,5,44,0,0,12,8,3,2
780,2005,54.57,0,0,0,0,4,-95,4,1
782,2005,47.51,0,0,0,0,7,2,3,1
783,2005,79.734,3,79,2,79.734,7,-95,1,3
785,2005,9.12,0,0,0,0,8,6,2,1
786,2005,60.48,8,60,8,60.36,9,-95,3,3
787,2005,34.4,0,0,0,0,6,2,4,1
788,2005,54.44,0,0,0,0,4,3,2,1
789,2005,67.57,0,0,0,0,7,2,2,1
790,2005,68.92,4,68,0,0,5,0,2,2
791,2005,58.12,6,58,7,58.88,11,1,2,3
792,2005,65.83,12,64,0,0,5,-95,2,2
793,2005,35.99,0,0,0,0,4,-95,2,1
795,2005,58.67,0,0,0,0,6,3,2,1
796,2005,24.59,0,0,0,0,8,-95,3,1
797,2005,66.619,5,66,0,0,8,-95,4,2
798,2005,75.01,7,75,0,0,10,-95,1,2
799,2005,54.72,4,54,5,64.61,7,0,5,3
800,2005,63.67,4,63,0,0,6,5,3,2
801,2005,68.29,2,56,0,0,4,-95,3,2
802,2005,66.57,1,66,1,66.45,10,-95,5,5
803,2005,51.16,0,0,0,0,7,0,4,1
805,2005,30.68,0,0,0,0,6,3,3,1
806,2005,42.8,12,38,2560,47.39,8,2,4,3
807,2005,64.76,0,0,0,0,8,2,3,1
809,2005,65.53,0,0,0,0,5,3,2,1
810,2005,60.21,6,60,0,0,6,2,5,2
811,2005,48.7,0,0,0,0,6,2,3,1
812,2005,47.25,0,0,0,0,5,2,2,1
813,2005,69.77,0,0,0,0,4,2,2,1
815,2005,40.15,966,55,0,0,5,-95,1,2
816,2005,62.69,8,62,4,62.64,6,2,1,3
818,2005,73.532,0,0,0,0,4,0,4,1
819,2005,67.94,10,68,9,68.46,8,5,3,3
820,2005,31.06,8,31,7,31.25,8,-95,4,4
821,2005,52.05,3440,67,0,0,6,2,5,2
822,2005,73.3822,5,63,0,0,5,0,5,2
823,2005,62.41,10,62,0,0,9,-95,2,2
825,2005,54.7094,0,0,0,0,4,0,3,1
826,2005,60.61,2,60,1,60.61,7,1,2,3
828,2005,80.36,8,78,1522,90.03,9,-95,2,3
829,2005,68.1,0,0,0,0,6,1,3,1
830,2005,68.81,3027,78,0,0,8,-95,4,2
831,2005,54,57,50,0,0,8,-95,3,2
832,2005,33.77,9,31,0,0,3,-95,3,2
833,2005,46.06,1,39,0,0,5,0,2,2
835,2005,75,5,75,5,75,11,5,2,3
836,2005,49.8,12,47,6,44.3344,32,-95,5,5
837,2005,44.76,8,45,0,0,6,2,2,2
838,2005,46.9,2,43,0,0,4,3,1,2
839,2005,63.14,15,62,0,0,16,-95,2,2
848,2005,64.98,0,0,0,0,4,3,4,1
850,2005,60.05,3227,72,0,0,5,2,3,2
851,2005,45.19,0,0,0,0,7,-95,2,1
852,2005,75.04,12,75,12,75.04,6,-95,3,3
856,2005,62.86,3,54,0,0,5,-95,3,2
858,2005,72.83,0,0,0,0,5,3,5,1
859,2005,55.51,10,55,0,0,7,-95,3,2
860,2005,64.33,-95,75,0,0,6,-95,4,2
861,2005,31.21,0,0,0,0,5,3,3,1
862,2005,42.09,5,46,0,0,8,0,2,2
863,2005,28.66,1,28,1,28.66,8,1,2,3
866,2005,86.0882,0,0,0,0,7,-95,3,1
868,2005,54.19,5,54,0,0,8,0,2,2
869,2005,63.58,5,56,0,0,6,-95,1,2
875,2005,20.34,15,22,23,22.03,8,-95,7,3
876,2005,69.3,10,57,0,0,8,2,4,2
877,2005,55,6,54,7,55,12,-95,3,4
878,2005,64.85,9,64,0,0,7,-95,2,2
880,2005,52.17,6,52,0,0,5,-95,2,2
881,2005,41.85,3700,59,0,0,4,-95,2,2
882,2005,74.73,4,74,3,74.72,17,-95,1,3
883,2005,46.11,0,0,0,0,6,3,3,1
885,2005,39.625,0,0,0,0,8,3,3,1
886,2005,34.12,3,34,0,0,7,1,4,2
887,2005,69.78,6,69,0,0,9,1,3,2
888,2005,60.22,0,0,0,0,8,3,8,1
889,2005,37.77,9,37,0,0,7,-95,4,2
890,2005,40.1873,0,0,0,0,8,5,3,1
892,2005,39.91,3,63,2,39.91,11,4,7,3
893,2005,67.76,4,67,4,67.75,7,-95,2,3
895,2005,67.53,10,61,0,0,6,-95,1,2
897,2005,68.73,2,68,2150,75.02,18,13,5,4
898,2005,50.4,90,60,75,53.9,10,-95,3,4
899,2005,67.373,9,67,0,0,6,3,3,2
900,2005,57.6,0,0,0,0,4,-95,4,1
901,2005,69.7,8,69,0,0,5,1,2,2
902,2005,69.77,3,69,3,69.77,13,0,6,4
903,2005,60.99,0,0,0,0,7,0,6,1
905,2005,67.8,2,67,0,0,7,-95,1,2
906,2005,72,4,72,4,72.01,8,-95,5,3
908,2005,67.86,10,67,4,67.86,13,-95,5,3
909,2005,69.41,1090,73,0,0,9,-95,5,2
910,2005,65.41,7,65,7,65.41,9,5,6,3
911,2005,63.97,1,63,0,0,11,-95,5,2
912,2005,67.01,9,68,0,0,8,-95,5,2
913,2005,70.19,2,70,2,70.19,9,-95,3,3
915,2005,41.12,0,0,0,0,9,5,4,1
916,2005,68.81,4,68,4,68.81,9,2,5,4
917,2005,40.31,3,22,5811,54.34,5,-95,3,3
918,2005,64.72,3,59,4,64.7,11,-95,5,5
919,2005,71.47,0,0,0,0,6,-95,6,1
920,2005,56.8726,0,0,0,0,7,-95,1,1
921,2005,36.6,4,62,0,0,9,1,3,2
922,2005,55.01,0,0,0,0,5,0,1,1
923,2005,42.66,0,0,0,0,7,-95,6,1
925,2005,37.22,3,36,5,56.5,11,8,3,3
926,2005,54.34,158,63,1632,77.61,9,-95,3,3
927,2005,85.42,-95,-95,0,0,7,-95,2,2
928,2005,53.8,0,0,0,0,6,-95,2,1
929,2005,49.05,6,49,6,49.05,7,1,7,3
930,2005,47.24,5,49,6,26.15,8,-95,4,4
931,2005,-95,7,44,8,44.0123,8,2,4,3
932,2005,74.51,5,74,5,74.51,12,-95,8,5
933,2005,79.6,317,80,21,65.97,7,-95,3,4
935,2005,67.15,0,0,0,0,7,-95,4,1
936,2005,74.91,6,74,1664,81.28,6,-95,4,3
937,2005,74.8092,7626,90,14,57.99,14,-95,3,4
938,2005,68.94,0,0,0,0,11,-95,2,1
939,2005,-95,0,0,0,0,7,2,2,1
948,2005,70.72,0,0,0,0,5,-95,2,1
949,2005,62.165,11,62,0,0,8,-95,2,2
950,2005,64.52,5,64,930,78.64,8,-95,5,4
951,2005,63.79,0,0,0,0,4,2,1,1
952,2005,49.93,0,0,0,0,8,-95,3,1
953,2005,61.67,0,0,0,0,7,0,1,1
955,2005,56.5,4,56,0,0,6,2,4,2
956,2005,70.92,2,70,4,71.51,7,4,5,3
957,2005,34.29,0,0,0,0,5,2,4,1
958,2005,58.42,4,58,2,58.695,8,-95,4,3
959,2005,84.88,8835,88,0,0,8,-95,3,2
960,2005,66.93,0,0,0,0,6,0,6,1
961,2005,56.74,4,56,0,0,5,2,5,2
962,2005,60.61,0,0,0,0,7,3,7,1
963,2005,60.81,4,60,0,0,5,2,1,2
965,2005,67.74,4,67,0,0,10,2,7,2
966,2005,64.84,0,0,0,0,5,3,1,1
967,2005,53.94,0,0,0,0,7,-95,1,1
968,2005,64.81,7,67,3572,70.75,9,7,1,3
969,2005,59.63,2,59,3,60.03,8,1,7,4
970,2005,64.6,0,0,0,0,6,2,4,1
971,2005,56.62,1406,66,0,0,5,-95,3,2
972,2005,66.68,1178,72,0,0,11,9,1,2
973,2005,63.6,0,0,0,0,10,-95,2,1
975,2005,-95,1,53,2,56.76,8,2,4,4
976,2005,55.77,7,55,0,0,9,-95,3,2
977,2005,62.22,4,65,0,0,9,5,4,2
978,2005,66.1,0,0,0,0,4,2,2,1
979,2005,55.15,2,47,0,0,7,4,4,2
980,2005,61.12,4,61,3,60.68,10,5,4,3
981,2005,67.8,4,67,0,0,9,-95,2,2
982,2005,59.47,3,59,0,0,9,-95,2,2
983,2005,71.8,18,73,2970,88.11,8,-95,2,3
985,2005,73.91,0,0,0,0,3,2,1,1
987,2005,65.59,0,0,0,0,7,-95,5,1
988,2005,73.92,8,73,6,73.91,8,-95,5,4
989,2005,49.75,4,47,2,51.9,7,-95,4,3
990,2005,59.83,8,59,0,0,5,-95,2,2
993,2005,66.15,1,66,1,66.15,20,-95,4,3
995,2005,66.08,4,66,0,0,6,1,3,2
996,2005,69.57,3,69,0,0,4,-95,1,2
997,2005,76.73,5,72,737,89.82,11,-95,4,3
998,2005,45.24,7,47,0,0,15,-95,5,2
999,2005,71.88,4,72,0,0,13,-95,5,2
1696,2005,69.88,2,56,2,30.41,7,-95,4,4
1896,2005,81.4,4,81,0,0,4,2,2,2
2001,2005,72.39,1068,85,9,64.14,7,-95,4,4
2002,2005,67.36,1018,74,0,0,10,7,1,2
2003,2005,71.92,1207,81,5,60.69,10,-95,2,3
2004,2005,65.66,37,67,13,54.47,8,5,2,3
2005,2005,74.266,-95,74,0,0,6,5,2,2
2006,2005,62.5,5,62,5,62.5,5,2,2,4
2007,2005,67.16,1148,83,0,0,7,-95,2,2
2008,2005,55.3,4,53,1070,80.87,9,7,3,3
2009,2005,49.78,999,67,0,0,5,4,1,2
2010,2005,75,998,89,6,57.38,7,-95,2,3
2011,2005,-95,10,60,1064,74.26,3,1,2,3
2012,2005,72.28,10,60,2524,83.6153,9,-95,3,3
2013,2005,59.56,11,55,10,59.38,5,0,3,6
2014,2005,74.979,1236,83,4,52.02,6,4,2,3
2015,2005,60.25,8,60,637,73.3,8,3,5,3
2016,2005,40.41,3,40,1156,70.76,5,1,2,4
2017,2005,72.8,1286,81,0,0,5,3,2,2
2018,2005,67.01,20,69,1174,82.712,7,3,2,3
2019,2005,71.43,7,71,7,71.43,8,2,3,4
2020,2005,74,885,82,0,0,5,4,1,2
2021,2005,69.07,1125,84,7,69.94,11,8,2,3
2022,2005,66.9873,19,54,1332,84.45,10,5,6,4
2023,2005,70.84,6,69,845,91.44,10,1,3,4
2024,2005,79.4,764,93,10,64.82,14,-95,3,3
2025,2005,66.5755,10,73,8,67.88,6,6,3,5
2026,2005,1,6,66,1356,78.5,6,4,3,3
2027,2005,70.58,7,66,1743,83.92,4,-95,2,3
2028,2005,74.11,3,44,941,84.3991,6,0,2,3
2029,2005,75.91,839,87,0,0,8,3,2,2
2030,2005,67.05,12,66,1160,85.79,8,6,2,3
2031,2005,77.82,4,63,967,86.98,5,-95,2,3
2032,2005,72.8,921,88,5,62.84,11,8,2,3
2033,2005,75.15,6,74,616,84.66,6,0,2,3
2034,2005,68.07,10,66,1107,79.2972,7,5,3,3
2035,2005,68.15,5,68,1427,78.66,5,2,5,3
2036,2005,63.06,7,63,7,63.06,6,-95,2,4
2037,2005,63.64,5,63,1353,33.19,8,6,4,3
2038,2005,67.46,519,86,0,0,6,5,2,2
2039,2005,57,715,64,0,0,7,2,1,2
2040,2005,1,7,74,7,74.951,5,1,4,5
2041,2005,1,6,74,921,81.68,5,5,2,3
2042,2005,1,1284,71,0,0,5,1,2,2
2043,2005,65.57,-95,-95,7,65.57,8,4,3,4
2044,2005,-95,7,64,5,64,6,0,2,5
2045,2005,1,5,60,1017,81.71,12,0,3,3
2046,2005,1,769,76,0,0,3,3,1,2
2047,2005,-95,3,74,4,74.97,7,-95,2,3
2048,2005,1,6,1,528,84.86,8,1,4,3
2049,2005,1,14,61,1300,68.9128,3,1,1,3
2050,2005,-95,5,73,4,73.45,9,-95,3,4
600000,2005,63.3063,155,64,77,57.2399,9,0,7,3
600001,2005,66.9,4,64,0,0,7,-95,2,2
600002,2005,82.3,1,82,0,0,5,0,2,2
600003,2005,75.272,3,75,0,0,11,3,3,2
600004,2005,60.21,850,65,3729,79.09,6,0,2,3
600005,2005,78.29,10824,88,0,0,9,-95,7,2
600006,2005,72.83,9,73,0,0,6,-95,4,2
600007,2005,80.33,5,80,0,0,8,7,5,2
600008,2005,72.6,1,72,11,72.595,13,-95,4,3
600009,2005,76.12,0,0,0,0,5,3,2,1
600010,2005,71.5,6,1,0,0,5,-95,1,2
600011,2005,77.4,1,77,1,78.12,7,-95,5,4
600012,2005,68.08,6,59,0,0,7,-95,5,2
600015,2005,61.4574,23,67,0,0,5,1,4,2
600016,2005,61.82,13080,74,21,40.62,12,6,3,4
600018,2005,85.968,2428,93,0,0,11,8,2,2
600019,2005,88.12,13797,93,0,0,6,-95,4,2
600020,2005,74.88,7,74,9,81.64,9,-95,1,5
600021,2005,85.8991,13,84,13,84.6505,7,-95,2,4
600022,2005,76.32,5,76,0,0,5,1,4,2
600026,2005,59.9794,10,58,0,0,13,-95,9,2
600027,2005,76.46,6,76,5,76.7,11,-95,6,3
600028,2005,82.8841,9,84,0,0,9,6,2,2
600029,2005,82.277,2,56,2,56.52,19,-95,2,3
600030,2005,75.02,11008,84,23,62.11,11,7,4,4
600031,2005,72.54,6149,94,7,68.4,9,-95,2,3
600033,2005,80.47,0,0,0,0,6,-95,3,1
600035,2005,71.21,5,69,0,0,5,-95,2,2
600036,2005,56.34,19,43,0,0,14,10,2,2
600037,2005,72.78,5,70,18,76.79,13,-95,3,4
600038,2005,56.07,0,0,0,0,5,0,2,1
600039,2005,60,4,59,3,1,5,5,2,3
600050,2005,73.2814,0,0,0,0,5,0,3,1
600051,2005,71.86,6,71,6,71.77,8,-95,4,4
600052,2005,35.6,13,35,12,34.66,10,-95,4,3
600053,2005,50.48,0,0,0,0,4,0,2,1
600054,2005,48.62,4,48,0,0,6,1,3,2
600055,2005,65,9,64,0,0,5,-95,3,2
600056,2005,70.09,0,0,0,0,7,-95,4,1
600057,2005,62.58,10,60,0,0,2,0,1,2
600058,2005,73.05,6,71,7,72.94,11,-95,4,4
600059,2005,54.98,13,55,0,0,6,-95,2,2
600060,2005,58.73,0,0,0,0,7,-95,1,1
600061,2005,67.4,12,67,0,0,8,1,4,2
600062,2005,54.66,12,57,8,55,11,-95,4,4
600063,2005,60.8751,18,60,0,0,6,-95,1,2
600064,2005,54.82,3,54,3,54.82,7,-95,3,4
600065,2005,63.67,5,63,4,63.67,10,-95,3,3
600066,2005,36.24,12,38,0,0,9,-95,9,2
600067,2005,28.36,2039,64,0,0,2,0,1,2
600068,2005,47.152,5,47,0,0,4,-95,3,2
600069,2005,55.84,4547,69,0,0,17,-95,3,2
600070,2005,42.99,0,0,0,0,5,-95,2,1
600071,2005,56.77,12,54,0,0,5,3,2,2
600072,2005,54.6581,58,54,0,0,6,-95,2,2
600073,2005,62.98,3118,67,0,0,9,-95,3,2
600074,2005,53.96,2,46,0,0,11,-95,2,2
600075,2005,61.87,9,60,0,0,5,-95,4,2
600076,2005,17.75,0,0,0,0,5,-95,3,1
600077,2005,62.7,5,62,0,0,8,2,2,2
600078,2005,71.35,0,0,0,0,5,-95,2,1
600079,2005,42.6877,125,43,3681,58.88,8,-95,2,3
600080,2005,50.8,0,0,0,0,14,-95,6,1
600081,2005,76.63,18,75,13,75,7,6,1,3
600082,2005,24.32,20,27,0,0,8,-95,4,2
600083,2005,34.62,0,0,0,0,4,-95,2,1
600084,2005,62.08,8,62,9,62.08,7,-95,4,3
600085,2005,70.51,580,94,0,0,6,-95,4,2
600086,2005,57.9,8,58,9,58.65,10,-95,2,3
600087,2005,59.05,7,58,1952,75.25,6,-95,2,3
600088,2005,65.75,21,66,7,66.08,7,2,7,3
600089,2005,43.43,0,0,0,0,10,-95,4,1
600090,2005,26.78,3,46,1882,61.39,9,-95,6,3
600091,2005,38.73,0,0,0,0,8,0,2,1
600093,2005,57.4,11,57,0,0,7,-95,4,2
600094,2005,34.017,14,34,0,0,4,-95,1,2
600095,2005,42.24,3,42,3,42.24,13,-95,3,5
600096,2005,67.51,0,0,0,0,6,-95,6,1
600097,2005,50.17,1,28,1,28.58,8,-95,2,3
600098,2005,77.908,8401,88,0,0,16,-95,5,2
600099,2005,58.44,0,0,0,0,6,-95,2,1
600100,2005,52.18,22652,68,7,52.15,15,-95,2,3
600101,2005,48.86,0,0,0,0,8,-95,3,1
